name,category_code,market_id,market_name,address,lat,lng
성우상회,sidedish,196,황학시장,서울특별시 중구 퇴계로87길 23-14,37.5667072315125,127.020453503715
명신상회,sidedish,21,용산용문시장,서울특별시 용산구 효창원로40길 11,37.536689883238,126.95972037897
순이네,greengrocer,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 53,37.6228606088784,127.077151922262
웰빙마트,greengrocer,119,장위전통시장,서울특별시 성북구 장위로38길 45-2,37.6113240292481,127.05126055915
청호축산,butcher,50,우림시장,서울특별시 관악구 난곡로26길 10,37.4705271414924,126.920427487195
낙원떡집,ricecake,137,후암시장,서울특별시 용산구 한강대로104길 83,37.5503626466824,126.976857620578
불란집,greengrocer,175,통인시장,서울특별시 종로구 자하문로15길 23,37.5806164559695,126.969625369455
해방촌방앗간,ricecake,140,신흥시장,서울특별시 용산구 신흥로 87,37.5456247822903,126.985594921978
그린야채,greengrocer,34,성내전통시장,서울특별시 강동구 천호대로162길 76,37.5335826071749,127.127441218876
기똥찬수산,seafood,108,우성상가시장,서울특별시 양천구 지양로10길 10,37.5231910873032,126.83391049801
도래울부대찌개,sidedish,23,방신전통시장,서울특별시 강서구 방화동로16길 19,37.5709841394365,126.812591358201
풍년떡집,ricecake,21,용산용문시장,서울특별시 용산구 효창원로40길 24,37.5362214668692,126.960026120501
제일종합식품,greengrocer,76,가리봉시장,서울특별시 구로구 우마3길 22,37.4816207377277,126.889515914136
마마쿡신대방삼거리역점,sidedish,90,성대전통시장,서울특별시 동작구 상도로 83,37.4999059990568,126.929884527206
부흥,butcher,95,청량리전통시장,서울특별시 동대문구 왕산로37길 11,37.5806121700958,127.043982643062
코끼리농수산,greengrocer,51,관악신사시장,서울특별시 관악구 신사로14길 70,37.4855085572687,126.916985647871
문화정육점,butcher,30,백년시장(강북종합시장과별개의시장) 구 강북종합전통시장,서울특별시 강북구 한천로144길 7,37.6415244871484,127.025436705405
부덕농산,greengrocer,101,경동시장,서울특별시 동대문구 고산자로36길 4,37.5787579596422,127.038739993053
총각네동부,greengrocer,139,이촌종합시장,서울특별시 용산구 이촌로75길 10-3,37.5203948467901,126.974355606613
산들바람떡집,ricecake,108,우성상가시장,서울특별시 양천구 지양로 75,37.5221811558811,126.833335809641
채송;화,flower,141,만리시장,서울특별시 용산구 만리재로 152-1,37.5525488456866,126.963978315597
한가네낙원떡집,ricecake,71,별빛남문시장,서울특별시 금천구 시흥대로148길 38-6,37.474801080251,126.900774587199
종가떡집,ricecake,30,백년시장(강북종합시장과별개의시장) 구 강북종합전통시장,서울특별시 강북구 한천로144길 32,37.6422540449189,127.026524681357
과일야채가락시장,greengrocer,41,신성종합시장(건물형),서울특별시 광진구 용마산로 45,37.5575853761409,127.087700532596
남해건어물,seafood,33,고분다리전통시장,서울특별시 강동구 구천면로34길 32,37.542334206703,127.132989317992
미도식품,sidedish,143,영신상가,서울특별시 영등포구 영등포로45길 9-2,37.5203438145318,126.908044503599
대풍정육점,butcher,67,방학동도깨비시장,서울특별시 도봉구 도당로13가길 8,37.6655869790945,127.036008237586
동현상회,sidedish,77,신성골목시장,서울특별시 광진구 영화사로 18,37.5575752042991,127.089251039301
인헌수산,seafood,47,원당종합시장,서울특별시 관악구 남부순환로248길 36,37.4744593007343,126.965564627329
수억상회,sidedish,98,청량리종합시장,서울특별시 동대문구 고산자로38길 30,37.5800909498126,127.040178458874
강남떡집,ricecake,39,강남시장,서울특별시 강남구 압구정로2길 46,37.5187650050546,127.020677958375
대명상회,seafood,132,대림골목시장,서울특별시 은평구 응암로12길 9-10,37.5882863580684,126.917992543672
해가든떡사랑,ricecake,17,둔촌역전통시장,서울특별시 강동구 양재대로91길 34,37.5282772385668,127.134197499211
구수한통닭&한방족발,butcher,85,아현시장,서울특별시 마포구 굴레방로9길 3,37.5567896665122,126.955533390824
대림유통,sidedish,147,대림중앙시장,서울특별시 영등포구 디지털로53길 25-2,37.4926220965294,126.899676771319
건융,seafood,114,방이시장,서울특별시 송파구 백제고분로48길 42,37.5101579099749,127.117436842739
낙원떡집,ricecake,14,은행나무시장,서울특별시 금천구 금하로23길 10,37.451660542047,126.908772844399
강북수산,seafood,26,우이시장,서울특별시 강북구 한천로162길 19,37.6463098016666,127.019750121118
고기요,butcher,80,자양전통시장,서울특별시 광진구 자양로15길 87,37.5347152586576,127.078848668672
가마솥김구이,sidedish,32,수유시장,서울특별시 강북구 도봉로67길 18,37.6307312477932,127.022668813232
샘물반찬,sidedish,66,쌍문시장,서울특별시 도봉구 도봉로113길 25,37.6482980959556,127.032702448941
명가떡집,ricecake,112,새마을시장,서울특별시 송파구 석촌호수로12길 7,37.5090229786877,127.085596517944
종로떡,ricecake,182,장미제일시장,서울특별시 중랑구 동일로143길 43,37.6049856199603,127.076193495874
전라도반찬홍어,sidedish,116,마천시장,서울특별시 송파구 마천로51가길 26,37.4985503596158,127.151401412178
제일수산,seafood,109,목동깨비시장 (목3동시장),서울특별시 양천구 목동중앙북로 24-1,37.5481536483657,126.866117678191
우리농산물,greengrocer,21,용산용문시장,서울특별시 용산구 새창로 114-11,37.5370323249479,126.959901227602
다맛나,sidedish,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 24,37.6223750370199,127.075667521668
금호치킨,butcher,125,금남시장,서울특별시 성동구 금호산2길 30,37.5488039919295,127.022768458598
상주기름,sidedish,64,창동신창시장,서울특별시 도봉구 덕릉로57길 10,37.6393407484218,127.037933004952
나눔상회,greengrocer,112,새마을시장,서울특별시 송파구 석촌호수로12길 8,37.5092572068624,127.085642026826
참맛닭곰탕,butcher,11,망원시장,서울특별시 마포구 망원로8길 36,37.5559228003819,126.906133430627
무침상회,sidedish,152,신영시장,서울특별시 양천구 곰달래로13길 31,37.5324472158436,126.835949094462
맛있는반찬,sidedish,80,자양전통시장,서울특별시 광진구 자양로15길 79,37.5348049643695,127.079437102191
경창떡방아간,ricecake,151,경창시장,서울특별시 양천구 중앙로53길 56,37.524997116062,126.843454432177
명가젓갈,seafood,101,경동시장,서울특별시 동대문구 고산자로36길 3,37.5790371332837,127.039147690267
수유상회,sidedish,31,수유재래시장,서울특별시 강북구 도봉로71길 33,37.6310467046124,127.022079811972
여수반찬,sidedish,78,화양제일골목시장,서울특별시 광진구 아차산로29길 52,37.5430915005743,127.069363813812
청룡상회,sidedish,101,경동시장,서울특별시 동대문구 고산자로36길 3,37.5790371332837,127.039147690267
다솜,sidedish,171,대림상가,서울특별시 중구 을지로 154-3,37.5664025624344,126.995087556998
국민떡집,ricecake,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 25,37.6225282120057,127.075656349427
신촌꽃게장,seafood,130,광장시장,서울특별시 종로구 창경궁로 88,37.570114766493,126.999705691574
어스키친국과반찬,sidedish,6,영천시장,서울특별시 종로구 송월길 99,37.5708565896375,126.962350787873
행복한떡집,ricecake,65,백운시장,서울특별시 도봉구 삼양로154길 41,37.6558067985792,127.015491597221
삼원떡방,ricecake,40,중곡제일시장(이오상사),서울특별시 광진구 긴고랑로9길 25,37.5646628014193,127.081268473336
코스모스글로벌,seafood,96,청량리농수산물시장,서울특별시 동대문구 경동시장로 20-1,37.5807754835431,127.0408241333
아낌없이주는청년들,greengrocer,139,이촌종합시장,서울특별시 용산구 이촌로 248,37.5197009728957,126.973892054768
고궁떡집,ricecake,30,백년시장(강북종합시장과별개의시장) 구 강북종합전통시장,서울특별시 강북구 한천로144길 16,37.641722600149,127.025912650213
예원떡방,ricecake,19,포방터시장,서울특별시 서대문구 홍은중앙로 105,37.5998993725748,126.948498150685
우리동네과일야채고분다리,greengrocer,33,고분다리전통시장,서울특별시 강동구 구천면로34길 30,37.5423163268697,127.132864817462
하림옛날통닭,butcher,85,아현시장,서울특별시 마포구 마포대로21길 65,37.5558254324153,126.955092585482
삼대원,seafood,160,신중부시장,서울특별시 중구 을지로32길 24,37.5657088976857,127.000056594441
유진,greengrocer,200,암사종합시장,서울특별시 강동구 올림픽로98길 8-15,37.5505112824882,127.128454579541
정육에반하다,butcher,150,신정제일시장,서울특별시 양천구 중앙로 260,37.5196128611603,126.853386227476
하루찬,sidedish,63,창동골목시장,서울특별시 도봉구 덕릉로58길 23,37.638349106633,127.039631985521
전라도반찬,sidedish,129,유진상가,서울특별시 서대문구 통일로 468,37.5902652037301,126.942911423346
제일떡집,ricecake,35,명일전통시장,서울특별시 강동구 양재대로138길 20,37.5495281148795,127.144952250844
정읍화원,flower,179,동대문종합시장,서울특별시 종로구 종로41길 13,37.5718535082951,127.006508895346
이가네떡마을,ricecake,62,답십리시장,서울특별시 동대문구 전농로 94,37.573182031695,127.057777374853
서울식육점,butcher,62,답십리시장,서울특별시 동대문구 전농로 94,37.573182031695,127.057777374853
낙원떡,ricecake,152,신영시장,서울특별시 양천구 월정로29길 15-1,37.5330037819336,126.834477064289
혜경이네견과류,greengrocer,190,동원시장,서울특별시 중랑구 면목로74길 26,37.5892544027591,127.088949180008
우농주,butcher,21,용산용문시장,서울특별시 용산구 원효로41길 63,37.535645035605,126.960648716995
박기철떡공방연회,ricecake,1,상계중앙시장,서울특별시 노원구 상계로23다길 13-8,37.6600040801583,127.069257113816
한가네수라간,sidedish,27,수유중앙시장,서울특별시 강북구 노해로17길 43,37.6404623745773,127.019986507652
완도반찬,sidedish,116,마천시장,서울특별시 송파구 마천로45길 23,37.4980737243928,127.150699312878
신선수산,seafood,196,황학시장,서울특별시 중구 퇴계로85길 42,37.5676353766794,127.019751968371
르와이즈,flower,37,청담삼익시장,서울특별시 강남구 학동로101길 26,37.5224468696354,127.05762510496
천원집,greengrocer,31,수유재래시장,서울특별시 강북구 수유로12길 81,37.6315331965605,127.022295204317
대영상회,sidedish,20,대조시장,서울특별시 은평구 불광로 9,37.6095919298111,126.927380673597
정선상회,greengrocer,32,수유시장,서울특별시 강북구 도봉로69길 27,37.630758369959,127.022181685383
담꾹까치산역점,sidedish,60,까치산시장,서울특별시 강서구 강서로 40,37.5315251765307,126.84712905851
봉천떡집,ricecake,101,경동시장,서울특별시 동대문구 왕산로 147,37.5787846849648,127.03965699709
북부축산물공판장,butcher,65,백운시장,서울특별시 도봉구 삼양로154길 34,37.6555275382313,127.015151563947
나주반찬,sidedish,71,별빛남문시장,서울특별시 금천구 시흥대로142길 23,37.47332324536,126.900561747086
이조된장,sidedish,73,남구로시장,서울특별시 구로구 구로동로26길 42,37.4900061383709,126.886371401226
자양김,sidedish,80,자양전통시장,서울특별시 광진구 자양로15길 79,37.5348049643695,127.079437102191
건어물나라,seafood,116,마천시장,서울특별시 송파구 마천로45길 24,37.4978484735646,127.150698860225
아침마을,greengrocer,132,대림골목시장,서울특별시 은평구 응암로12길 12,37.5877457236822,126.91793652571
재웅떡집,ricecake,191,동원전통종합시장,서울특별시 중랑구 상봉로11길 30,37.5900900254144,127.091950657037
남해안멸치,seafood,90,성대전통시장,서울특별시 동작구 성대로6길 32,37.49874467685,126.93154800235
철이네청과,greengrocer,183,태능엔터피아,서울특별시 중랑구 중랑역로 57,37.5988671038753,127.077410238007
수옥떡방앗간,ricecake,63,창동골목시장,서울특별시 도봉구 덕릉로58길 20,37.6383402066976,127.039303413784
은혜떡집,ricecake,188,면목골목시장,서울특별시 중랑구 면목로35길 15,37.5782020896633,127.085053004724
해인상회,seafood,196,황학시장,서울특별시 중구 퇴계로85길 49,37.5679778020511,127.019469078009
삼환씨푸드,seafood,89,공덕시장,서울특별시 마포구 만리재로 14,37.543994443643,126.952836562373
늘푸른생선,seafood,33,고분다리전통시장,서울특별시 강동구 구천면로34길 12,37.5423353618578,127.131959623581
믿음물산,greengrocer,103,서울약령시장,서울특별시 동대문구 약령중앙로6길 5,37.5808937312428,127.037450484473
춘향골반찬,sidedish,42,광성시장,서울특별시 광진구 능동로47길 15-1,37.5631579048182,127.081606393567
우리축산물,butcher,111,목사랑시장 (목4동시장),서울특별시 양천구 목동중앙본로7길 37-20,37.5388106296929,126.866417255115
우리떡사랑,ricecake,12,남성사계시장,서울특별시 동작구 동작대로29길 24,37.4882211415309,126.980653404441
고기파는청년들,butcher,73,남구로시장,서울특별시 구로구 구로동로26길 42,37.4900061383709,126.886371401226
베스트마트,seafood,71,별빛남문시장,서울특별시 금천구 독산로85길 36,37.4728372032559,126.901161548779
성훈축산,butcher,62,답십리시장,서울특별시 동대문구 전농로 94,37.573182031695,127.057777374853
하이푸드,butcher,73,남구로시장,서울특별시 구로구 구로동로28길 51,37.4909618551163,126.887048409103
반찬,sidedish,134,신응암시장,서울특별시 은평구 응암로22길 5-4,37.5940262749782,126.91885812958
호수축산유통,butcher,124,마장축산물시장,서울특별시 성동구 마장로37길 45-1,37.5694408914648,127.041055654631
건거니,sidedish,193,우림골목시장,서울특별시 중랑구 망우로66길 72,37.5963098690212,127.09936389074
우리떡집,ricecake,115,마천중앙시장,서울특별시 송파구 마천로45길 16,37.497326510908,127.150211543736
태림식품,sidedish,67,방학동도깨비시장,서울특별시 도봉구 도당로13가길 7,37.6656681328918,127.035792929848
장수떡집,ricecake,197,연서시장,서울특별시 은평구 통일로 850,37.6193188042072,126.921447188818
오복떡집,ricecake,1,상계중앙시장,서울특별시 노원구 상계로27길 20,37.6594447740357,127.070435236837
경북건어물,seafood,193,우림골목시장,서울특별시 중랑구 망우로62길 56,37.5967520943915,127.098481239202
산골,sidedish,170,청계상가,서울특별시 중구 청계천로 160,37.5680513958128,126.995359110538
진수산,seafood,93,남성역골목시장,서울특별시 동작구 사당로16가길 12,37.4830658002314,126.972683715418
이촌유기농,greengrocer,139,이촌종합시장,서울특별시 용산구 이촌로75길 10-7,37.5203048075613,126.974638438069
이순금반찬,sidedish,9,봉천제일종합시장,서울특별시 관악구 청룡2길 33,37.4813799071701,126.944204126099
킴스,sidedish,70,비단길현대시장,서울특별시 금천구 독산로39길 37,37.4579725993649,126.903678995573
은혜유통,seafood,6,영천시장,서울특별시 서대문구 통일로 187,37.5701357065699,126.962079481363
소담떡,ricecake,47,원당종합시장,서울특별시 관악구 남부순환로248길 65-1,37.4732251160375,126.966254794056
떡사랑,ricecake,9,봉천제일종합시장,서울특별시 관악구 남부순환로208길 10,37.4816858031868,126.943265484045
스위트드림플라워,flower,200,암사종합시장,서울특별시 강동구 올림픽로 776,37.5501428676898,127.127537308633
대박수산,seafood,58,남부골목시장,서울특별시 강서구 등촌로5길 41,37.5329931105692,126.861155338643
중앙반찬,sidedish,1,상계중앙시장,서울특별시 노원구 상계로27길 11,37.6591023944612,127.070446246426
알뜰정육,butcher,1,상계중앙시장,서울특별시 노원구 상계로27길 7,37.6589131071329,127.070582063823
수제어묵,sidedish,111,목사랑시장 (목4동시장),서울특별시 양천구 목동중앙남로 43,37.5377384934767,126.866464426301
해승미트,butcher,142,보광시장,서울특별시 용산구 보광로 30,37.5271911891565,127.000294139709
면목과일,greengrocer,189,면목시장,서울특별시 중랑구 면목로37길 13,37.578976567376,127.085574646767
경흥청과,greengrocer,198,돈암시장,서울특별시 성북구 동소문로18길 15,37.5917014835494,127.016067086521
지현이네반찬가게,sidedish,35,명일전통시장,서울특별시 강동구 상암로49길 63,37.5493568979158,127.144974552089
수유부각앤한과,sidedish,28,수유프라자,서울특별시 강북구 도봉로71길 17,37.6312267132564,127.023065472334
돈암야채,greengrocer,198,돈암시장,서울특별시 성북구 동소문로 86-11,37.5917917011285,127.015172601786
작은꽃,flower,139,이촌종합시장,서울특별시 용산구 이촌로65가길 72,37.5208364668559,126.974954997084
에밀리아뜰리에,flower,39,강남시장,서울특별시 강남구 강남대로158길 32,37.5195127045943,127.02142475051
반찬,sidedish,23,방신전통시장,서울특별시 강서구 방화동로16길 50,37.5722538161322,126.812135382166
거창상회,seafood,143,영신상가,서울특별시 영등포구 영중로14길 23,37.519974262712,126.907863965556
정선떡집,ricecake,135,대림시장,서울특별시 은평구 응암로4길 22,37.5867905383524,126.917745099051
대흥생선,seafood,187,사가정시장,서울특별시 중랑구 면목로44길 36,37.5809280143091,127.090546881927
광주상회,greengrocer,100,동서시장,서울특별시 동대문구 경동시장로 3-1,37.579342891889,127.040857313959
대박축산,butcher,47,원당종합시장,서울특별시 관악구 남부순환로248길 19,37.4751080803801,126.965745213023
성제물산,sidedish,103,서울약령시장,서울특별시 동대문구 약령동길 31,37.5797223493713,127.03773292296
오늘뭐먹지,sidedish,186,중랑교종합상가,서울특별시 중랑구 망우로32길 28,37.5926959084869,127.076498007694
대전상회,greengrocer,96,청량리농수산물시장,서울특별시 동대문구 고산자로40길 27,37.5809018286219,127.040224179373
전통식품,sidedish,108,우성상가시장,서울특별시 양천구 지양로 90,37.5231978755831,126.832338052382
오렌지나라,greengrocer,195,자유상가,서울특별시 중구 퇴계로 77,37.5603554126478,126.980770585183
오일장터,greengrocer,47,원당종합시장,서울특별시 관악구 남부순환로248길 29,37.4747206461662,126.965745389847
황금축산,butcher,30,백년시장(강북종합시장과별개의시장) 구 강북종합전통시장,서울특별시 강북구 한천로144길 26,37.6420288495783,127.02629799214
착한떡시루,ricecake,118,정릉아리랑시장,서울특별시 성북구 정릉로26길 8,37.6038654592081,127.01084903091
다농,greengrocer,125,금남시장,서울특별시 성동구 독서당로 294,37.5479572680423,127.021625264533
인엽이네반찬,sidedish,132,대림골목시장,서울특별시 은평구 응암로 169,37.5872219394279,126.916216135184
명가축산,butcher,73,남구로시장,서울특별시 구로구 구로동로26길 55,37.4901151040604,126.88725321851
대성상사,sidedish,174,남대문시장,서울특별시 중구 남대문시장4길 3,37.5600755685074,126.977726105498
은영농원,flower,179,동대문종합시장,서울특별시 종로구 종로41길 3,37.5714300386919,127.006542817754
생선파는청년들,seafood,112,새마을시장,서울특별시 송파구 석촌호수로 78,37.5093289912447,127.086049282019
암사떡사랑,ricecake,200,암사종합시장,서울특별시 강동구 올림픽로98길 15,37.5514026392935,127.12903326187
재일,seafood,95,청량리전통시장,서울특별시 동대문구 왕산로35길 34,37.581234239082,127.042941455176
영남농산,sidedish,160,신중부시장,서울특별시 중구 을지로32길 35,37.5650331496008,127.000486707793
행복한고기마을주,butcher,82,노룬산골목시장,서울특별시 광진구 뚝섬로 493,37.5362733008977,127.065205100177
중앙상회,sidedish,27,수유중앙시장,서울특별시 강북구 노해로17길 21,37.640336029202,127.021176144851
수유어묵공장,sidedish,31,수유재래시장,서울특별시 강북구 도봉로71길 23,37.6312718502695,127.022612333318
장위떡집,ricecake,119,장위전통시장,서울특별시 성북구 장위로38길 50-1,37.6110448062085,127.051067829679
초원상회,greengrocer,8,화곡본동시장,서울특별시 강서구 화곡로 202,37.5434314202736,126.84333668642
소문난떡집,ricecake,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 33,37.6226631197317,127.076030294152
형제떡방앗간,ricecake,65,백운시장,서울특별시 도봉구 삼양로154길 30,37.6555005433822,127.014879578357
동북정육,butcher,147,대림중앙시장,서울특별시 영등포구 디지털로37나길 10,37.4907565712579,126.899159118473
궁중명가떡집,ricecake,152,신영시장,서울특별시 양천구 곰달래로13길 34,37.532753712082,126.836061562067
우림조경,flower,84,연희사러가,서울특별시 서대문구 연희맛로 18,37.5667151887831,126.929844592144
한우1번지,butcher,187,사가정시장,서울특별시 중랑구 면목로44길 10,37.5812264872417,127.089041519363
자매반찬나라,sidedish,128,인왕시장,서울특별시 서대문구 인왕시장길 18,37.5910853841597,126.943488256032
고기사랑,butcher,78,화양제일골목시장,서울특별시 광진구 아차산로29길 57,37.5434069298551,127.069228319889
소문난떡집,ricecake,147,대림중앙시장,서울특별시 영등포구 디지털로37나길 20,37.4913609278893,126.899961149499
우리건어물,seafood,123,뚝도시장,서울특별시 성동구 성덕정길 93,37.5377295955832,127.053936970825
강경젓갈,seafood,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 33,37.6226631197317,127.076030294152
오빠네한우마을,butcher,199,공릉동도깨비시장,서울특별시 노원구 동일로180길 28,37.6224109746857,127.075826142772
종로떡집,ricecake,197,연서시장,서울특별시 은평구 연서로 260,37.6199509447833,126.92365530895
떡고을,ricecake,67,방학동도깨비시장,서울특별시 도봉구 도당로13가길 12,37.6656770459707,127.036110287555
장모님반찬,sidedish,88,마포시장,서울특별시 마포구 만리재로 23,37.5448057053008,126.953752625102
황학물산,greengrocer,131,신설종합시장,서울특별시 종로구 종로66가길 16,37.5736538161698,127.020964807471
건오상회,seafood,73,남구로시장,서울특별시 구로구 구로동로26길 36,37.4900418300414,126.886009508606
좋은과일,greengrocer,50,우림시장,서울특별시 관악구 난곡로24길 16,37.4695362358078,126.920733755507
낙원떡집,ricecake,61,대원종합시장,서울특별시 강서구 강서로39길 17,37.5441161254341,126.836647727359
정우엠케이주,butcher,86,마포농수산물시장,서울특별시 마포구 월드컵로 235,37.5651967331886,126.898481601096
창민건어물,seafood,82,노룬산골목시장,서울특별시 광진구 뚝섬로25길 8,37.5364804808794,127.065295796307
중국식품,sidedish,76,가리봉시장,서울특별시 구로구 우마2길 21,37.4821880227882,126.889141971886
도깨비상회,sidedish,67,방학동도깨비시장,서울특별시 도봉구 도당로15길 14,37.666253502192,127.03666593962
맷돌손두부,sidedish,128,인왕시장,서울특별시 서대문구 통일로40안길 3-1,37.5904276601433,126.943488753343
부부떡집,ricecake,6,영천시장,서울특별시 서대문구 통일로 205-3,37.5712525076646,126.960754507157
신곡반찬,sidedish,107,신곡종합시장,서울특별시 양천구 남부순환로79길 33,37.5179866795559,126.842971365101
금옥이네,sidedish,27,수유중앙시장,서울특별시 강북구 노해로17길 21,37.640336029202,127.021176144851
참마시떡,ricecake,80,자양전통시장,서울특별시 광진구 자양로13나길 34,37.5345796534628,127.079527376637
다온축산,butcher,47,원당종합시장,서울특별시 관악구 인헌6길 9,37.4738648169909,126.966197981339
진흥상회,seafood,197,연서시장,서울특별시 은평구 통일로 850,37.6193188042072,126.921447188818
